,runNum,temp(K),surfOrient,Rs(ao),bubShape,lig(ao),maxPTime(ps),maxPress(bar),maxPHe,nv,reliefType
508_1000K_011_Rs1ao_sph_lig0.5ao,508,1000.0,011,1.0,sph,0.5,76.78225,463665.03699999995,17.85499999999999,9,burst
508_1500K_001_Rs1ao_sph_lig0.4ao,508,1500.0,001,1.0,sph,0.4,33.31675,319023.39334999997,9.160000000000004,9,burst
508_1500K_001_Rs2ao_sph_lig0.4ao,508,1500.0,001,2.0,sph,0.4,381.73275000000007,167350.88840000003,89.845,63,burst
508_1500K_001_Rs4ao_sph_lig0.4ao,508,1500.0,001,4.0,sph,0.4,1488.1187499999999,33125.293155,391.12499999999983,539,burst
508_1500K_011_Rs2ao_sph_lig0.5ao,508,1500.0,011,2.0,sph,0.5,308.06925,167895.95630000002,76.11500000000004,67,burst
508_1500K_011_Rs4ao_sph_lig0.5ao,508,1500.0,011,4.0,sph,0.5,2043.61375,44402.659865,501.225,538,burst
508_2000K_001_Rs3ao_sph_lig0.4ao,508,2000.0,001,3.0,sph,0.4,291.18825000000004,20574.613619999996,97.65499999999997,226,burst
508_2000K_011_Rs1ao_sph_lig0.5ao,508,2000.0,011,1.0,sph,0.5,21.980250000000005,172494.5261875,6.894999999999999,10,burst
508_2000K_011_Rs2ao_sph_lig0.5ao,508,2000.0,011,2.0,sph,0.5,319.70275000000004,138594.05885000006,78.44499999999996,69,burst
508_2500K_001_Rs1ao_sph_lig0.4ao,508,2500.0,001,1.0,sph,0.4,5.148750000000001,13368.30580065,3.5249999999999995,9,burst
508_2500K_001_Rs2ao_sph_lig0.4ao,508,2500.0,001,2.0,sph,0.4,177.72275000000002,78716.41034500001,48.035,68,burst
508_2500K_011_Rs2ao_sph_lig0.5ao,508,2500.0,011,2.0,sph,0.5,89.30675000000001,59421.487295000006,31.279999999999994,69,burst
508_2500K_011_Rs3ao_sph_lig0.5ao,508,2500.0,011,3.0,sph,0.5,534.60375,57471.88112500001,144.01499999999996,225,burst
508_500K_001_Rs1ao_sph_lig0.4ao,508,500.0,001,1.0,sph,0.4,46.88125,347658.1959499999,11.874999999999996,8,burst
508_500K_001_Rs2ao_sph_lig0.4ao,508,500.0,001,2.0,sph,0.4,413.71274999999997,126680.23145,101.24500000000003,70,burst
509_1000K_001_Rs1ao_sph_lig0.4ao,509,1000.0,001,1.0,sph,0.4,34.85124999999999,296023.6008,9.475000000000007,9,burst
509_1000K_001_Rs2ao_sph_lig0.4ao,509,1000.0,001,2.0,sph,0.4,375.84175,131378.91515,91.66500000000002,67,burst
509_1500K_001_Rs2ao_sph_lig0.4ao,509,1500.0,001,2.0,sph,0.4,246.83175,113077.34328999999,63.84000000000001,66,burst
509_1500K_001_Rs3ao_sph_lig0.4ao,509,1500.0,001,3.0,sph,0.4,810.4457500000001,57003.72472,205.58499999999992,226,burst
509_1500K_001_Rs4ao_sph_lig0.4ao,509,1500.0,001,4.0,sph,0.4,1755.4457500000003,38063.562399999995,444.58500000000026,544,burst
509_1500K_011_Rs2ao_sph_lig0.5ao,509,1500.0,011,2.0,sph,0.5,271.03975,124474.25886499998,68.70499999999998,68,burst
509_1500K_011_Rs4ao_sph_lig0.5ao,509,1500.0,011,4.0,sph,0.5,1162.57425,22099.789000000004,324.92,535,burst
509_2000K_001_Rs1ao_sph_lig0.4ao,509,2000.0,001,1.0,sph,0.4,12.178250000000002,72830.16584199999,4.935000000000002,8,burst
509_2000K_001_Rs2ao_sph_lig0.4ao,509,2000.0,001,2.0,sph,0.4,259.95025000000004,137145.8708,65.32000000000002,68,burst
509_2000K_011_Rs1ao_sph_lig0.5ao,509,2000.0,011,1.0,sph,0.5,21.386250000000004,235096.91355,6.774999999999999,9,burst
509_2000K_011_Rs2ao_sph_lig0.5ao,509,2000.0,011,2.0,sph,0.5,275.14874999999995,141679.89680000002,68.525,67,burst
509_2500K_001_Rs1ao_sph_lig0.4ao,509,2500.0,001,1.0,sph,0.4,6.980250000000001,91659.81646050002,3.889999999999999,9,burst
509_2500K_001_Rs2ao_sph_lig0.4ao,509,2500.0,001,2.0,sph,0.4,203.91075000000004,129306.62299,53.285000000000025,63,burst
509_2500K_001_Rs3ao_sph_lig0.4ao,509,2500.0,001,3.0,sph,0.4,453.21775,44235.4882,127.14499999999998,222,burst
509_2500K_011_Rs2ao_sph_lig0.5ao,509,2500.0,011,2.0,sph,0.5,198.16825000000003,126579.93293,52.135000000000005,66,burst
509_2500K_011_Rs3ao_sph_lig0.5ao,509,2500.0,011,3.0,sph,0.5,841.63375,104929.32495999997,204.82500000000005,223,burst
509_500K_001_Rs1ao_sph_lig0.4ao,509,500.0,001,1.0,sph,0.4,42.92075,247588.3443,11.085000000000006,9,burst
509_500K_001_Rs2ao_sph_lig0.4ao,509,500.0,001,2.0,sph,0.4,30.04975,8688.0722045,23.36999999999999,66,burst
510_1000K_001_Rs1ao_sph_lig0.4ao,510,1000.0,001,1.0,sph,0.4,41.33675,411293.2679,10.765000000000006,8,burst
510_1000K_001_Rs2ao_sph_lig0.4ao,510,1000.0,001,2.0,sph,0.4,253.86125,76099.48211,67.275,70,burst
510_1000K_001_Rs4ao_sph_lig0.4ao,510,1000.0,001,4.0,sph,0.4,1892.12875,37415.066575000004,479.9249999999997,534,burst
510_1000K_011_Rs1ao_sph_lig0.5ao,510,1000.0,011,1.0,sph,0.5,104.80174999999998,406747.63250000007,23.465000000000014,10,burst
510_1500K_001_Rs1ao_sph_lig0.4ao,510,1500.0,001,1.0,sph,0.4,67.47525,299652.5122,15.995000000000005,11,burst
510_1500K_001_Rs2ao_sph_lig0.4ao,510,1500.0,001,2.0,sph,0.4,258.06925,92410.75858499999,66.11499999999997,68,burst
510_1500K_011_Rs2ao_sph_lig0.5ao,510,1500.0,011,2.0,sph,0.5,272.87125000000003,135567.49294999999,69.07499999999996,68,burst
510_1500K_011_Rs3ao_sph_lig0.5ao,510,1500.0,011,3.0,sph,0.5,633.2672500000001,45385.03078500001,170.15499999999992,225,burst
510_2000K_001_Rs1ao_sph_lig0.4ao,510,2000.0,001,1.0,sph,0.4,4.9502500000000005,46946.00317181,3.3299999999999983,8,burst
510_2000K_001_Rs2ao_sph_lig0.4ao,510,2000.0,001,2.0,sph,0.4,142.37625000000006,68896.61025499999,41.425000000000026,67,burst
510_2000K_001_Rs3ao_sph_lig0.4ao,510,2000.0,001,3.0,sph,0.4,485.0,36422.56886,137.35500000000008,231,burst
510_2000K_001_Rs4ao_sph_lig0.4ao,510,2000.0,001,4.0,sph,0.4,178.31675,4445.6633336,121.16500000000002,538,burst
510_2000K_011_Rs1ao_sph_lig0.5ao,510,2000.0,011,1.0,sph,0.5,9.15825,6901.79553755,3.9899999999999993,9,burst
510_2000K_011_Rs2ao_sph_lig0.5ao,510,2000.0,011,2.0,sph,0.5,252.57425,136867.85471499996,64.01500000000003,68,burst
510_2000K_011_Rs3ao_sph_lig0.5ao,510,2000.0,011,3.0,sph,0.5,903.3167500000001,85586.12614499999,220.1649999999999,223,burst
510_2500K_001_Rs2ao_sph_lig0.4ao,510,2500.0,001,2.0,sph,0.4,153.41575,107234.34455000001,43.185,68,burst
510_2500K_011_Rs2ao_sph_lig0.5ao,510,2500.0,011,2.0,sph,0.5,14.95025,14983.051480310001,15.494999999999997,68,burst
510_2500K_011_Rs3ao_sph_lig0.5ao,510,2500.0,011,3.0,sph,0.5,793.2177499999999,91922.470975,196.1450000000001,225,burst
510_500K_001_Rs1ao_sph_lig0.4ao,510,500.0,001,1.0,sph,0.4,65.24775000000001,316712.60045,16.545,12,burst
510_500K_001_Rs2ao_sph_lig0.4ao,510,500.0,001,2.0,sph,0.4,386.58425000000005,117499.74905000001,94.81500000000003,68,burst
511_1000K_001_Rs1ao_sph_lig0.4ao,511,1000.0,001,1.0,sph,0.4,51.63375,361877.37395000004,12.825,9,burst
511_1000K_001_Rs2ao_sph_lig0.4ao,511,1000.0,001,2.0,sph,0.4,295.59425000000005,113972.64156500003,74.61499999999998,65,burst
511_1000K_011_Rs1ao_sph_lig0.5ao,511,1000.0,011,1.0,sph,0.5,69.85125000000001,389494.3383,16.475000000000005,10,burst
511_1500K_001_Rs1ao_sph_lig0.4ao,511,1500.0,001,1.0,sph,0.4,33.06925,287753.4611999999,9.115000000000006,9,burst
511_1500K_001_Rs3ao_sph_lig0.4ao,511,1500.0,001,3.0,sph,0.4,849.55425,62899.84749,213.41499999999996,225,burst
511_1500K_011_Rs2ao_sph_lig0.5ao,511,1500.0,011,2.0,sph,0.5,464.75225,186939.04555000004,107.45500000000007,64,burst
511_1500K_011_Rs4ao_sph_lig0.5ao,511,1500.0,011,4.0,sph,0.5,1535.09925,33837.45792,398.515,532,burst
511_2000K_001_Rs1ao_sph_lig0.4ao,511,2000.0,001,1.0,sph,0.4,17.02975,111309.53819155,5.905000000000001,10,burst
511_2000K_001_Rs2ao_sph_lig0.4ao,511,2000.0,001,2.0,sph,0.4,178.31675,79427.52267500001,49.165000000000006,68,burst
511_2000K_011_Rs2ao_sph_lig0.5ao,511,2000.0,011,2.0,sph,0.5,277.27725000000004,169278.96799999996,68.95499999999996,68,burst
511_2000K_011_Rs3ao_sph_lig0.5ao,511,2000.0,011,3.0,sph,0.5,254.65325,21217.606654999996,91.43499999999995,227,burst
511_2500K_011_Rs2ao_sph_lig0.5ao,511,2500.0,011,2.0,sph,0.5,104.80174999999998,79032.58247500002,34.05500000000001,69,burst
511_2500K_011_Rs3ao_sph_lig0.5ao,511,2500.0,011,3.0,sph,0.5,875.19825,105654.25978999998,212.53499999999994,229,burst
511_500K_001_Rs1ao_sph_lig0.4ao,511,500.0,001,1.0,sph,0.4,85.24775000000001,596920.35825,19.54500000000001,7,burst
511_500K_001_Rs2ao_sph_lig0.4ao,511,500.0,001,2.0,sph,0.4,427.47524999999996,137695.64895,102.99499999999995,67,burst
512_1000K_001_Rs1ao_sph_lig0.4ao,512,1000.0,001,1.0,sph,0.4,46.48524999999999,366083.91605000006,11.794999999999998,9,burst
512_1000K_001_Rs2ao_sph_lig0.4ao,512,1000.0,001,2.0,sph,0.4,365.44575000000003,128853.37545,89.58500000000001,69,burst
512_1000K_011_Rs1ao_sph_lig0.5ao,512,1000.0,011,1.0,sph,0.5,50.94075000000001,480800.53305,12.684999999999999,7,burst
512_1500K_001_Rs1ao_sph_lig0.4ao,512,1500.0,001,1.0,sph,0.4,16.782250000000005,184641.85918000006,5.855000000000001,10,burst
512_1500K_001_Rs2ao_sph_lig0.4ao,512,1500.0,001,2.0,sph,0.4,374.40575000000007,151290.78499999997,90.38499999999999,69,burst
512_1500K_001_Rs3ao_sph_lig0.4ao,512,1500.0,001,3.0,sph,0.4,543.3662499999999,37330.525925,152.1749999999999,226,burst
512_1500K_001_Rs4ao_sph_lig0.4ao,512,1500.0,001,4.0,sph,0.4,1651.28725,37661.72715500001,423.755,539,burst
512_1500K_011_Rs2ao_sph_lig0.5ao,512,1500.0,011,2.0,sph,0.5,300.0,125020.10829499998,74.50000000000001,68,burst
512_1500K_011_Rs4ao_sph_lig0.5ao,512,1500.0,011,4.0,sph,0.5,3918.61375,105702.20765,877.225,540,burst
512_2000K_001_Rs1ao_sph_lig0.4ao,512,2000.0,001,1.0,sph,0.4,20.44575,188948.52541999996,6.584999999999999,11,burst
512_2000K_001_Rs3ao_sph_lig0.4ao,512,2000.0,001,3.0,sph,0.4,251.23774999999998,15470.562609000002,89.745,226,burst
512_2000K_011_Rs1ao_sph_lig0.5ao,512,2000.0,011,1.0,sph,0.5,1.2625000000000002,14066.443557349998,1.2449999999999994,9,burst
512_2000K_011_Rs2ao_sph_lig0.5ao,512,2000.0,011,2.0,sph,0.5,304.9007499999999,164048.58100000003,74.48500000000001,66,burst
512_2500K_001_Rs1ao_sph_lig0.4ao,512,2500.0,001,1.0,sph,0.4,36.08925,234578.02830499999,9.715,10,burst
512_2500K_001_Rs2ao_sph_lig0.4ao,512,2500.0,001,2.0,sph,0.4,208.01975000000002,99450.69479500002,54.10499999999998,68,burst
512_2500K_011_Rs2ao_sph_lig0.5ao,512,2500.0,011,2.0,sph,0.5,209.10875000000001,130557.50935,54.32499999999998,66,burst
512_2500K_011_Rs3ao_sph_lig0.5ao,512,2500.0,011,3.0,sph,0.5,241.83174999999997,21282.49132162,85.86500000000001,225,burst
512_500K_001_Rs1ao_sph_lig0.4ao,512,500.0,001,1.0,sph,0.4,92.77225,631597.75405,21.055,8,burst
512_500K_001_Rs2ao_sph_lig0.4ao,512,500.0,001,2.0,sph,0.4,379.00975000000005,126333.71245,93.30499999999998,66,burst
513_1000K_001_Rs1ao_sph_lig0.4ao,513,1000.0,001,1.0,sph,0.4,51.23775000000001,422205.2593999999,12.744999999999997,8,burst
513_1000K_001_Rs2ao_sph_lig0.4ao,513,1000.0,001,2.0,sph,0.4,418.56425,147147.55294999998,100.21499999999995,70,burst
513_1000K_001_Rs4ao_sph_lig0.4ao,513,1000.0,001,4.0,sph,0.4,2641.43575,58394.669780000004,629.7849999999997,536,burst
513_1000K_011_Rs1ao_sph_lig0.5ao,513,1000.0,011,1.0,sph,0.5,31.039749999999998,377564.2049,7.704999999999998,6,burst
513_1500K_001_Rs1ao_sph_lig0.4ao,513,1500.0,001,1.0,sph,0.4,30.39625,197219.37538999997,8.570000000000004,10,burst
513_1500K_001_Rs2ao_sph_lig0.4ao,513,1500.0,001,2.0,sph,0.4,218.61375,98640.88619,59.20999999999998,69,burst
513_1500K_001_Rs3ao_sph_lig0.4ao,513,1500.0,001,3.0,sph,0.4,339.99999999999994,21235.409295,110.32500000000003,228,burst
513_1500K_001_Rs4ao_sph_lig0.4ao,513,1500.0,001,4.0,sph,0.4,216.23775000000003,4622.264694149999,135.745,536,burst
513_1500K_011_Rs2ao_sph_lig0.5ao,513,1500.0,011,2.0,sph,0.5,174.15825000000004,70141.99726499998,49.33500000000001,67,burst
513_1500K_011_Rs3ao_sph_lig0.5ao,513,1500.0,011,3.0,sph,0.5,1616.58425,119764.26275000001,367.81500000000017,231,burst
513_2000K_001_Rs1ao_sph_lig0.4ao,513,2000.0,001,1.0,sph,0.4,11.534750000000003,143495.82921125003,4.805000000000002,9,burst
513_2000K_001_Rs2ao_sph_lig0.4ao,513,2000.0,001,2.0,sph,0.4,161.68325000000002,76392.09178999999,45.82499999999999,68,burst
513_2000K_001_Rs4ao_sph_lig0.4ao,513,2000.0,001,4.0,sph,0.4,296.73275,7752.159839999999,144.8449999999999,537,burst
513_2000K_011_Rs1ao_sph_lig0.5ao,513,2000.0,011,1.0,sph,0.5,52.87125,495477.46955000004,13.075,8,loopPunch
513_2000K_011_Rs2ao_sph_lig0.5ao,513,2000.0,011,2.0,sph,0.5,82.77225000000001,34861.69255100001,30.009999999999994,64,burst
513_2000K_011_Rs3ao_sph_lig0.5ao,513,2000.0,011,3.0,sph,0.5,1015.6437500000001,92679.89635000001,243.625,227,burst
513_2000K_011_Rs4ao_sph_lig0.5ao,513,2000.0,011,4.0,sph,0.5,1495.6437500000002,37983.95863,383.6250000000002,531,burst
513_2500K_001_Rs2ao_sph_lig0.4ao,513,2500.0,001,2.0,sph,0.4,230.64374999999998,139442.02818999998,57.61500000000001,62,burst
513_2500K_011_Rs2ao_sph_lig0.5ao,513,2500.0,011,2.0,sph,0.5,37.57425,16013.637227250003,19.85000000000001,67,burst
513_2500K_011_Rs3ao_sph_lig0.5ao,513,2500.0,011,3.0,sph,0.5,513.7127499999999,53389.38152500001,140.24500000000012,227,burst
513_500K_001_Rs1ao_sph_lig0.4ao,513,500.0,001,1.0,sph,0.4,56.83175000000001,348953.56440000003,13.854999999999993,9,burst
513_500K_001_Rs2ao_sph_lig0.4ao,513,500.0,001,2.0,sph,0.4,344.75225,115369.07625,86.45500000000001,67,burst
514_1000K_001_Rs1ao_sph_lig0.4ao,514,1000.0,001,1.0,sph,0.4,75.64375000000001,497188.6177,17.62499999999999,7,burst
514_1000K_001_Rs2ao_sph_lig0.4ao,514,1000.0,001,2.0,sph,0.4,301.73275,115195.954205,74.84499999999997,62,burst
514_1000K_011_Rs1ao_sph_lig0.5ao,514,1000.0,011,1.0,sph,0.5,22.376250000000006,241246.8455,6.974999999999999,9,burst
514_1500K_001_Rs1ao_sph_lig0.4ao,514,1500.0,001,1.0,sph,0.4,35.693250000000006,238418.104135,9.634999999999998,11,burst
514_1500K_001_Rs2ao_sph_lig0.4ao,514,1500.0,001,2.0,sph,0.4,185.94075000000004,75464.355795,51.684999999999995,68,burst
514_1500K_001_Rs3ao_sph_lig0.4ao,514,1500.0,001,3.0,sph,0.4,240.04975000000002,13214.021451499995,91.405,226,burst
514_1500K_011_Rs2ao_sph_lig0.5ao,514,1500.0,011,2.0,sph,0.5,175.09925,64371.17095000001,50.515000000000015,69,burst
514_2000K_001_Rs1ao_sph_lig0.4ao,514,2000.0,001,1.0,sph,0.4,4.9502500000000005,4416.251563400001,3.060000000000002,12,burst
514_2000K_001_Rs2ao_sph_lig0.4ao,514,2000.0,001,2.0,sph,0.4,256.93075,144220.41809999998,64.885,67,burst
514_2000K_011_Rs2ao_sph_lig0.5ao,514,2000.0,011,2.0,sph,0.5,252.42575000000002,170848.30695,63.98500000000003,65,burst
514_2000K_011_Rs3ao_sph_lig0.5ao,514,2000.0,011,3.0,sph,0.5,750.1487500000001,64466.380785,190.5250000000001,228,burst
514_2500K_001_Rs2ao_sph_lig0.4ao,514,2500.0,001,2.0,sph,0.4,124.95025,73395.22436000002,36.74500000000001,67,burst
514_2500K_011_Rs3ao_sph_lig0.5ao,514,2500.0,011,3.0,sph,0.5,839.3067500000001,90091.27876000002,204.3650000000001,222,burst
514_500K_001_Rs1ao_sph_lig0.4ao,514,500.0,001,1.0,sph,0.4,33.415749999999996,167862.42300000004,9.185000000000004,9,burst
514_500K_001_Rs2ao_sph_lig0.4ao,514,500.0,001,2.0,sph,0.4,415.74275,168724.7086,99.64499999999998,62,burst
515_1000K_001_Rs1ao_sph_lig0.4ao,515,1000.0,001,1.0,sph,0.4,39.306749999999994,298030.01324999996,10.364999999999998,8,burst
515_1000K_001_Rs2ao_sph_lig0.4ao,515,1000.0,001,2.0,sph,0.4,358.91075,140256.12044999996,86.28500000000003,62,burst
515_1000K_011_Rs1ao_sph_lig0.5ao,515,1000.0,011,1.0,sph,0.5,103.76225,436080.31025,24.255000000000003,11,burst
515_1500K_001_Rs1ao_sph_lig0.4ao,515,1500.0,001,1.0,sph,0.4,16.28725,173675.54076499998,5.755000000000002,9,burst
515_1500K_001_Rs2ao_sph_lig0.4ao,515,1500.0,001,2.0,sph,0.4,213.76225000000002,81007.41713999999,57.254999999999995,68,burst
515_1500K_001_Rs3ao_sph_lig0.4ao,515,1500.0,001,3.0,sph,0.4,412.32675,28014.54514500001,124.96499999999997,224,burst
515_1500K_011_Rs2ao_sph_lig0.5ao,515,1500.0,011,2.0,sph,0.5,286.28725,133455.59624999994,71.75499999999994,66,burst
515_1500K_011_Rs3ao_sph_lig0.5ao,515,1500.0,011,3.0,sph,0.5,664.35625,46113.164534999996,176.37499999999994,227,burst
515_1500K_011_Rs4ao_sph_lig0.5ao,515,1500.0,011,4.0,sph,0.5,3477.57425,90514.643745,788.0150000000004,537,burst
515_2000K_001_Rs1ao_sph_lig0.4ao,515,2000.0,001,1.0,sph,0.4,16.18825,204869.52768350003,5.7200000000000015,8,burst
515_2000K_001_Rs2ao_sph_lig0.4ao,515,2000.0,001,2.0,sph,0.4,201.38625000000002,96267.89682000001,53.77499999999999,66,burst
515_2000K_011_Rs1ao_sph_lig0.5ao,515,2000.0,011,1.0,sph,0.5,24.95025,141626.60558499998,7.225,12,burst
515_2000K_011_Rs2ao_sph_lig0.5ao,515,2000.0,011,2.0,sph,0.5,264.25725,130245.45986500001,67.35500000000002,70,burst
515_2000K_011_Rs3ao_sph_lig0.5ao,515,2000.0,011,3.0,sph,0.5,1306.5842499999999,100937.472025,300.815,225,burst
515_2500K_001_Rs1ao_sph_lig0.4ao,515,2500.0,001,1.0,sph,0.4,4.9502500000000005,41980.85163409999,3.494999999999999,9,burst
515_2500K_001_Rs2ao_sph_lig0.4ao,515,2500.0,001,2.0,sph,0.4,261.48525,137889.36414999998,64.795,66,burst
515_2500K_011_Rs2ao_sph_lig0.5ao,515,2500.0,011,2.0,sph,0.5,242.57425000000003,126797.507315,61.01500000000003,68,burst
515_500K_001_Rs1ao_sph_lig0.4ao,515,500.0,001,1.0,sph,0.4,40.643750000000004,326030.72615,10.625000000000007,7,burst
515_500K_001_Rs2ao_sph_lig0.4ao,515,500.0,001,2.0,sph,0.4,398.91075,129287.88910000001,97.28499999999997,68,burst
516_1000K_001_Rs1ao_sph_lig0.4ao,516,1000.0,001,1.0,sph,0.4,56.980250000000005,250352.7965,14.894999999999998,12,burst
516_1000K_001_Rs2ao_sph_lig0.4ao,516,1000.0,001,2.0,sph,0.4,259.60375,93111.496455,68.42500000000001,68,burst
516_1000K_011_Rs1ao_sph_lig0.5ao,516,1000.0,011,1.0,sph,0.5,51.08925000000001,367567.79270000005,12.715,10,burst
516_1500K_001_Rs1ao_sph_lig0.4ao,516,1500.0,001,1.0,sph,0.4,35.99025,336924.86495,9.695,9,burst
516_1500K_001_Rs2ao_sph_lig0.4ao,516,1500.0,001,2.0,sph,0.4,241.78225,98118.52346000001,61.85499999999998,62,burst
516_1500K_001_Rs3ao_sph_lig0.4ao,516,1500.0,001,3.0,sph,0.4,548.56425,38401.89556,153.21500000000006,225,burst
516_1500K_001_Rs4ao_sph_lig0.4ao,516,1500.0,001,4.0,sph,0.4,1648.5642500000001,40257.458185,421.21500000000015,530,burst
516_1500K_011_Rs2ao_sph_lig0.5ao,516,1500.0,011,2.0,sph,0.5,241.68325000000002,102815.84720500001,62.834999999999994,67,burst
516_1500K_011_Rs3ao_sph_lig0.5ao,516,1500.0,011,3.0,sph,0.5,1307.07925,103443.6386,304.91499999999985,227,burst
516_1500K_011_Rs4ao_sph_lig0.5ao,516,1500.0,011,4.0,sph,0.5,1423.7127500000001,29875.752615,377.015,533,burst
516_2000K_001_Rs1ao_sph_lig0.4ao,516,2000.0,001,1.0,sph,0.4,19.85125,99487.01822550001,4.76,9,burst
516_2000K_001_Rs3ao_sph_lig0.4ao,516,2000.0,001,3.0,sph,0.4,723.71275,66622.678245,184.24500000000012,224,burst
516_2000K_011_Rs1ao_sph_lig0.5ao,516,2000.0,011,1.0,sph,0.5,53.91074999999999,427680.26239999995,13.285,10,burst
516_2000K_011_Rs2ao_sph_lig0.5ao,516,2000.0,011,2.0,sph,0.5,271.03975,151803.67054999998,67.70499999999998,68,burst
516_2000K_011_Rs4ao_sph_lig0.5ao,516,2000.0,011,4.0,sph,0.5,2030.2477500000002,56450.032855000005,490.54499999999973,535,burst
516_2500K_001_Rs1ao_sph_lig0.4ao,516,2500.0,001,1.0,sph,0.4,4.9502500000000005,16081.584503400007,2.619999999999999,9,burst
516_2500K_001_Rs2ao_sph_lig0.4ao,516,2500.0,001,2.0,sph,0.4,161.23775,117416.53317999998,44.72,68,burst
516_2500K_011_Rs2ao_sph_lig0.5ao,516,2500.0,011,2.0,sph,0.5,176.68324999999996,117899.08412500001,47.83499999999999,67,burst
516_2500K_011_Rs3ao_sph_lig0.5ao,516,2500.0,011,3.0,sph,0.5,377.57424999999995,32821.262480000005,112.39500000000004,227,burst
516_500K_001_Rs1ao_sph_lig0.4ao,516,500.0,001,1.0,sph,0.4,36.732749999999996,173607.072,9.844999999999999,9,burst
516_500K_001_Rs2ao_sph_lig0.4ao,516,500.0,001,2.0,sph,0.4,486.43575,189676.2268,114.785,68,burst
517_1000K_001_Rs1ao_sph_lig0.4ao,517,1000.0,001,1.0,sph,0.4,50.990249999999996,241314.16765000002,13.689999999999994,12,burst
517_1000K_001_Rs2ao_sph_lig0.4ao,517,1000.0,001,2.0,sph,0.4,337.32675,120160.31545000002,83.96499999999997,67,burst
517_1000K_001_Rs4ao_sph_lig0.4ao,517,1000.0,001,4.0,sph,0.4,1238.76225,20602.814939999997,349.255,536,burst
517_1000K_011_Rs1ao_sph_lig0.5ao,517,1000.0,011,1.0,sph,0.5,27.52475,254856.3081,8.004999999999999,7,burst
517_1500K_001_Rs1ao_sph_lig0.4ao,517,1500.0,001,1.0,sph,0.4,26.831750000000003,360938.51965,7.864999999999998,8,burst
517_1500K_001_Rs2ao_sph_lig0.4ao,517,1500.0,001,2.0,sph,0.4,237.32675000000003,87619.41795999999,61.96499999999998,67,burst
517_1500K_001_Rs3ao_sph_lig0.4ao,517,1500.0,001,3.0,sph,0.4,728.5642500000001,55938.76683000001,188.21499999999997,223,burst
517_1500K_011_Rs2ao_sph_lig0.5ao,517,1500.0,011,2.0,sph,0.5,271.28725,115177.52906999999,69.75500000000005,69,burst
517_1500K_011_Rs3ao_sph_lig0.5ao,517,1500.0,011,3.0,sph,0.5,730.54475,47695.792904999995,189.60500000000008,227,burst
517_1500K_011_Rs4ao_sph_lig0.5ao,517,1500.0,011,4.0,sph,0.5,3809.50475,105493.73324500002,853.4050000000001,530,burst
517_2000K_001_Rs1ao_sph_lig0.4ao,517,2000.0,001,1.0,sph,0.4,28.168250000000004,233265.28919000004,8.129999999999997,12,burst
517_2000K_001_Rs2ao_sph_lig0.4ao,517,2000.0,001,2.0,sph,0.4,136.43575,60249.70419999999,40.76,66,burst
517_2000K_011_Rs1ao_sph_lig0.5ao,517,2000.0,011,1.0,sph,0.5,23.316750000000003,210676.73642,7.164999999999999,9,burst
517_2000K_011_Rs2ao_sph_lig0.5ao,517,2000.0,011,2.0,sph,0.5,256.93075,121510.87446500003,65.88499999999998,69,burst
517_2000K_011_Rs3ao_sph_lig0.5ao,517,2000.0,011,3.0,sph,0.5,1025.59425,97930.90547000001,244.6149999999999,225,burst
517_2000K_011_Rs4ao_sph_lig0.5ao,517,2000.0,011,4.0,sph,0.5,1803.61375,44728.46883500001,445.22500000000014,531,burst
517_2500K_001_Rs1ao_sph_lig0.4ao,517,2500.0,001,1.0,sph,0.4,19.653250000000003,236595.27901,6.4350000000000005,9,burst
517_2500K_001_Rs2ao_sph_lig0.4ao,517,2500.0,001,2.0,sph,0.4,138.11875,80400.30567999999,40.124999999999986,66,burst
517_2500K_011_Rs2ao_sph_lig0.5ao,517,2500.0,011,2.0,sph,0.5,168.91075,101472.38416,46.28499999999999,67,burst
517_2500K_011_Rs3ao_sph_lig0.5ao,517,2500.0,011,3.0,sph,0.5,260.04974999999996,19370.08670625,89.25499999999997,230,burst
517_500K_001_Rs1ao_sph_lig0.4ao,517,500.0,001,1.0,sph,0.4,81.98025,614581.74675,18.895000000000014,7,burst
518_1000K_001_Rs1ao_sph_lig0.4ao,518,1000.0,001,1.0,sph,0.4,59.15825,401766.7504,14.334999999999994,9,burst
518_1000K_001_Rs2ao_sph_lig0.4ao,518,1000.0,001,2.0,sph,0.4,385.5942500000001,162214.03415,93.61499999999995,68,burst
518_1000K_011_Rs1ao_sph_lig0.5ao,518,1000.0,011,1.0,sph,0.5,30.89125,293690.54099999997,8.675000000000006,8,burst
518_1500K_001_Rs1ao_sph_lig0.4ao,518,1500.0,001,1.0,sph,0.4,40.594249999999995,213051.19790000003,10.615000000000006,11,burst
518_1500K_001_Rs2ao_sph_lig0.4ao,518,1500.0,001,2.0,sph,0.4,305.7922500000001,150600.59215,75.65500000000003,65,burst
518_1500K_001_Rs4ao_sph_lig0.4ao,518,1500.0,001,4.0,sph,0.4,1617.4752500000002,37688.98414,415.99499999999983,533,burst
518_1500K_011_Rs2ao_sph_lig0.5ao,518,1500.0,011,2.0,sph,0.5,420.39625,156817.4301,98.57500000000002,66,burst
518_1500K_011_Rs4ao_sph_lig0.5ao,518,1500.0,011,4.0,sph,0.5,768.01975,15714.048275000001,247.10500000000008,541,burst
