,runNum,temp(K),surfOrient,Rs(ao),bubShape,lig(ao),maxPTime(ps),maxPress(bar),maxPHe,nv,reliefType
3_2000K_011_Rs4ao_sph_lig13ao,3,2000.0,011,4.0,sph,13.0,2962.02975,240350.03985,1440.9050000000002,534,loopPunch
3_2000K_011_Rs4ao_sph_lig14ao,3,2000.0,011,4.0,sph,14.0,3054.8512499999997,243205.6465,1468.4750000000004,541,loopPunch
3_2000K_011_Rs4ao_sph_lig15ao,3,2000.0,011,4.0,sph,15.0,3140.4952500000004,245096.37295,1484.5950000000003,540,loopPunch
3_2000K_011_Rs4ao_sph_lig16ao,3,2000.0,011,4.0,sph,16.0,3121.2377500000002,246102.09885000007,1467.7450000000003,531,bottomPunch
3_2000K_011_Rs4ao_sph_lig17ao,3,2000.0,011,4.0,sph,17.0,3040.79225,244426.57855,1453.6550000000007,532,loopPunch
3_2000K_011_Rs4ao_sph_lig18ao,3,2000.0,011,4.0,sph,18.0,3020.69325,242599.90245000002,1453.6350000000007,535,loopPunch
3_2000K_011_Rs4ao_sph_lig19ao,3,2000.0,011,4.0,sph,19.0,3027.4257500000003,243368.62905,1450.9850000000001,532,bottomPunch
3_2000K_011_Rs4ao_sph_lig1ao,3,2000.0,011,4.0,sph,1.0,1385.7427500000001,96163.175635,789.6450000000004,538,burst
3_2000K_011_Rs4ao_sph_lig20ao,3,2000.0,011,4.0,sph,20.0,3036.63375,242704.73025,1455.8250000000007,534,bottomPunch
3_2000K_011_Rs4ao_sph_lig2ao,3,2000.0,011,4.0,sph,2.0,2193.9602500000005,132370.86620000005,952.295,539,burst
3_2000K_011_Rs4ao_sph_lig3ao,3,2000.0,011,4.0,sph,3.0,1750.49525,172762.20380000005,1103.5950000000007,526,loopPunch
3_2000K_011_Rs4ao_sph_lig4ao,3,2000.0,011,4.0,sph,4.0,2343.9602500000005,194465.50135,1238.2949999999992,539,loopPunch
3_2000K_011_Rs4ao_sph_lig5ao,3,2000.0,011,4.0,sph,5.0,2461.58425,216634.02920000002,1340.815,534,loopPunch
3_2000K_011_Rs4ao_sph_lig6ao,3,2000.0,011,4.0,sph,6.0,2554.65325,223901.8772,1354.4350000000009,531,loopPunch
3_2000K_011_Rs4ao_sph_lig7ao,3,2000.0,011,4.0,sph,7.0,2840.14875,234396.08445,1416.525,534,bottomPunch
3_2000K_011_Rs4ao_sph_lig8ao,3,2000.0,011,4.0,sph,8.0,2556.68325,225790.2639,1359.8350000000005,534,loopPunch
3_2000K_011_Rs4ao_sph_lig9ao,3,2000.0,011,4.0,sph,9.0,2915.8417500000005,237883.89654999998,1436.6650000000004,538,bottomPunch
3_2500K_001_Rs1ao_sph_lig10ao,3,2500.0,001,1.0,sph,10.0,86.88125000000001,597856.3295500001,36.874999999999986,8,loopPunch
3_2500K_001_Rs1ao_sph_lig11ao,3,2500.0,001,1.0,sph,11.0,71.38625,568545.98145,35.77500000000001,9,loopPunch
3_2500K_001_Rs1ao_sph_lig12ao,3,2500.0,001,1.0,sph,12.0,73.76225000000001,537376.68195,34.25499999999998,8,loopPunch
3_2500K_001_Rs1ao_sph_lig13ao,3,2500.0,001,1.0,sph,13.0,91.33675000000001,517235.91980000003,43.765000000000015,11,bottomPunch
3_2500K_001_Rs1ao_sph_lig14ao,3,2500.0,001,1.0,sph,14.0,102.42575000000001,541972.6832500001,43.985000000000014,10,bottomPunch
3_2500K_001_Rs1ao_sph_lig15ao,3,2500.0,001,1.0,sph,15.0,69.40575000000001,509243.1525500001,37.384999999999984,10,bottomPunch
3_2500K_001_Rs1ao_sph_lig16ao,3,2500.0,001,1.0,sph,16.0,69.45525000000002,627207.1993,31.394999999999996,7,bottomPunch
3_2500K_001_Rs1ao_sph_lig17ao,3,2500.0,001,1.0,sph,17.0,69.00975,610820.4923499998,31.304999999999996,7,loopPunch
3_2500K_001_Rs1ao_sph_lig18ao,3,2500.0,001,1.0,sph,18.0,120.59425,533073.16825,47.614999999999995,10,bottomPunch
3_2500K_001_Rs1ao_sph_lig19ao,3,2500.0,001,1.0,sph,19.0,104.95025,536350.6272999999,44.49500000000002,10,bottomPunch
3_2500K_001_Rs1ao_sph_lig1ao,3,2500.0,001,1.0,sph,1.0,33.21775,293259.29850000003,11.145000000000007,9,burst
3_2500K_001_Rs1ao_sph_lig20ao,3,2500.0,001,1.0,sph,20.0,67.92075000000001,629931.22975,31.084999999999997,7,bottomPunch
3_2500K_001_Rs1ao_sph_lig2ao,3,2500.0,001,1.0,sph,2.0,47.673249999999996,378172.3697999999,22.03499999999999,9,burst
3_2500K_001_Rs1ao_sph_lig3ao,3,2500.0,001,1.0,sph,3.0,72.22775,565866.6769500001,31.944999999999993,8,burst
3_2500K_001_Rs1ao_sph_lig4ao,3,2500.0,001,1.0,sph,4.0,74.30675000000001,616145.0878000002,30.36500000000001,7,burst
3_2500K_001_Rs1ao_sph_lig5ao,3,2500.0,001,1.0,sph,5.0,108.51475,477927.82165,47.205000000000034,11,burst
3_2500K_001_Rs1ao_sph_lig6ao,3,2500.0,001,1.0,sph,6.0,65.29725,661269.8074,27.554999999999996,6,loopPunch
3_2500K_001_Rs1ao_sph_lig7ao,3,2500.0,001,1.0,sph,7.0,68.56425,584071.8734999999,33.21500000000001,8,loopPunch
3_2500K_001_Rs1ao_sph_lig8ao,3,2500.0,001,1.0,sph,8.0,67.72275000000002,560398.5256,35.045,9,loopPunch
3_2500K_001_Rs1ao_sph_lig9ao,3,2500.0,001,1.0,sph,9.0,83.56424999999999,570156.40675,38.215,9,loopPunch
3_2500K_001_Rs2ao_sph_lig10ao,3,2500.0,001,2.0,sph,10.0,401.28725,329637.7414,205.75499999999994,66,loopPunch
3_2500K_001_Rs2ao_sph_lig11ao,3,2500.0,001,2.0,sph,11.0,385.19825,322262.70345,206.53499999999997,68,loopPunch
3_2500K_001_Rs2ao_sph_lig12ao,3,2500.0,001,2.0,sph,12.0,390.59425,334136.30415,198.61499999999995,63,loopPunch
3_2500K_001_Rs2ao_sph_lig13ao,3,2500.0,001,2.0,sph,13.0,452.32675000000006,338697.39794999996,217.96500000000003,67,loopPunch
3_2500K_001_Rs2ao_sph_lig14ao,3,2500.0,001,2.0,sph,14.0,453.46524999999997,332431.46625,218.19500000000002,67,loopPunch
3_2500K_001_Rs2ao_sph_lig15ao,3,2500.0,001,2.0,sph,15.0,455.2477500000001,337422.85425000003,221.54500000000007,69,loopPunch
3_2500K_001_Rs2ao_sph_lig16ao,3,2500.0,001,2.0,sph,16.0,372.67325,322520.42154999997,204.03500000000008,68,loopPunch
3_2500K_001_Rs2ao_sph_lig17ao,3,2500.0,001,2.0,sph,17.0,488.26725,322791.5512000001,227.15499999999992,68,bottomPunch
3_2500K_001_Rs2ao_sph_lig18ao,3,2500.0,001,2.0,sph,18.0,425.59425,329601.7891,215.61500000000007,69,loopPunch
3_2500K_001_Rs2ao_sph_lig19ao,3,2500.0,001,2.0,sph,19.0,415.19825,321347.83475,217.535,71,bottomPunch
3_2500K_001_Rs2ao_sph_lig20ao,3,2500.0,001,2.0,sph,20.0,414.30675,330954.95960000006,208.3649999999999,66,loopPunch
3_2500K_001_Rs2ao_sph_lig2ao,3,2500.0,001,2.0,sph,2.0,128.61375,165236.05649999998,105.22500000000002,70,burst
3_2500K_001_Rs2ao_sph_lig3ao,3,2500.0,001,2.0,sph,3.0,206.48524999999998,230057.80375,152.79500000000007,65,burst
3_2500K_001_Rs2ao_sph_lig4ao,3,2500.0,001,2.0,sph,4.0,450.89125,306489.4191500001,206.67499999999995,68,burst
3_2500K_001_Rs2ao_sph_lig5ao,3,2500.0,001,2.0,sph,5.0,354.85125000000005,314885.60570000013,190.47500000000008,62,loopPunch
3_2500K_001_Rs2ao_sph_lig6ao,3,2500.0,001,2.0,sph,6.0,396.63375,312937.2917500001,211.825,70,loopPunch
3_2500K_001_Rs2ao_sph_lig7ao,3,2500.0,001,2.0,sph,7.0,364.95025,313246.78465000005,198.495,66,loopPunch
3_2500K_001_Rs2ao_sph_lig8ao,3,2500.0,001,2.0,sph,8.0,354.0592500000001,321655.44405,198.315,67,loopPunch
3_2500K_001_Rs2ao_sph_lig9ao,3,2500.0,001,2.0,sph,9.0,386.83175,329590.5972999999,206.8649999999999,68,loopPunch
3_2500K_001_Rs3ao_sph_lig10ao,3,2500.0,001,3.0,sph,10.0,1042.07925,240708.15224999998,573.9150000000001,222,loopPunch
3_2500K_001_Rs3ao_sph_lig11ao,3,2500.0,001,3.0,sph,11.0,1155.29725,246482.62384999997,605.555,228,loopPunch
3_2500K_001_Rs3ao_sph_lig12ao,3,2500.0,001,3.0,sph,12.0,1174.75225,249426.66419999997,609.4549999999996,228,loopPunch
3_2500K_001_Rs3ao_sph_lig13ao,3,2500.0,001,3.0,sph,13.0,1149.50475,251410.56255000006,603.4049999999999,227,loopPunch
3_2500K_001_Rs3ao_sph_lig14ao,3,2500.0,001,3.0,sph,14.0,1181.98025,248381.36905,610.8949999999996,228,loopPunch
3_2500K_001_Rs3ao_sph_lig15ao,3,2500.0,001,3.0,sph,15.0,1376.3862499999998,262360.8019,652.775,230,loopPunch
3_2500K_001_Rs3ao_sph_lig16ao,3,2500.0,001,3.0,sph,16.0,1238.2177500000003,258075.9291,621.1450000000001,227,loopPunch
3_2500K_001_Rs3ao_sph_lig17ao,3,2500.0,001,3.0,sph,17.0,964.4552500000001,239630.27630000003,554.3949999999996,219,bottomPunch
3_2500K_001_Rs3ao_sph_lig18ao,3,2500.0,001,3.0,sph,18.0,1315.39625,253885.75485,627.5749999999999,221,bottomPunch
3_2500K_001_Rs3ao_sph_lig19ao,3,2500.0,001,3.0,sph,19.0,1204.8017500000003,255818.60110000003,612.4650000000005,226,loopPunch
3_2500K_001_Rs3ao_sph_lig20ao,3,2500.0,001,3.0,sph,20.0,1211.0892500000002,253077.56985000003,613.7150000000004,226,loopPunch
3_2500K_001_Rs3ao_sph_lig2ao,3,2500.0,001,3.0,sph,2.0,342.92075,97125.302015,287.085,221,burst
3_2500K_001_Rs3ao_sph_lig3ao,3,2500.0,001,3.0,sph,3.0,387.22774999999996,151495.77029999997,414.94499999999977,228,burst
3_2500K_001_Rs3ao_sph_lig4ao,3,2500.0,001,3.0,sph,4.0,913.81175,209566.32735000004,516.265,225,burst
3_2500K_001_Rs3ao_sph_lig5ao,3,2500.0,001,3.0,sph,5.0,1085.24775,237337.11605,590.5450000000002,227,burst
3_2500K_001_Rs3ao_sph_lig6ao,3,2500.0,001,3.0,sph,6.0,1212.62375,241452.85825,620.0250000000002,230,burst
3_2500K_001_Rs3ao_sph_lig7ao,3,2500.0,001,3.0,sph,7.0,1193.36625,248001.27180000005,603.175,221,loopPunch
3_2500K_001_Rs3ao_sph_lig8ao,3,2500.0,001,3.0,sph,8.0,1241.0892499999998,250688.66625,625.7149999999998,230,loopPunch
3_2500K_001_Rs3ao_sph_lig9ao,3,2500.0,001,3.0,sph,9.0,1148.51475,250696.51739999998,600.205,225,loopPunch
3_2500K_001_Rs4ao_sph_lig10ao,3,2500.0,001,4.0,sph,10.0,2499.6037499999998,203811.93969999996,1290.4249999999993,537,loopPunch
3_2500K_001_Rs4ao_sph_lig11ao,3,2500.0,001,4.0,sph,11.0,2647.02975,209993.05419999996,1312.9049999999993,532,loopPunch
3_2500K_001_Rs4ao_sph_lig12ao,3,2500.0,001,4.0,sph,12.0,2540.79225,207856.18545000005,1289.6549999999997,530,loopPunch
3_2500K_001_Rs4ao_sph_lig13ao,3,2500.0,001,4.0,sph,13.0,2622.0792500000007,210246.11209999997,1314.9149999999995,537,loopPunch
3_2500K_001_Rs4ao_sph_lig14ao,3,2500.0,001,4.0,sph,14.0,2698.31675,208759.60440000004,1343.1650000000004,547,bottomPunch
3_2500K_001_Rs4ao_sph_lig15ao,3,2500.0,001,4.0,sph,15.0,2760.24775,211875.8699,1351.5450000000005,544,loopPunch
3_2500K_001_Rs4ao_sph_lig16ao,3,2500.0,001,4.0,sph,16.0,2957.9702500000003,217576.30000000005,1390.0949999999996,543,bottomPunch
3_2500K_001_Rs4ao_sph_lig17ao,3,2500.0,001,4.0,sph,17.0,2599.2077499999996,209904.75345,1312.3450000000003,539,loopPunch
3_2500K_001_Rs4ao_sph_lig18ao,3,2500.0,001,4.0,sph,18.0,2732.0792500000002,213136.52675,1344.9150000000004,543,bottomPunch
3_2500K_001_Rs4ao_sph_lig19ao,3,2500.0,001,4.0,sph,19.0,2593.61375,210390.1961,1304.2250000000013,533,loopPunch
3_2500K_001_Rs4ao_sph_lig20ao,3,2500.0,001,4.0,sph,20.0,2612.17825,210817.51009999998,1313.9350000000004,538,loopPunch
3_2500K_001_Rs4ao_sph_lig2ao,3,2500.0,001,4.0,sph,2.0,409.05925,60339.56360000001,555.3149999999997,536,burst
3_2500K_001_Rs4ao_sph_lig3ao,3,2500.0,001,4.0,sph,3.0,528.61375,101704.10474499999,818.2250000000003,538,burst
3_2500K_001_Rs4ao_sph_lig4ao,3,2500.0,001,4.0,sph,4.0,1930.4952500000002,160595.83635,1106.5949999999993,545,burst
